commerce;jour de fermeture;adresse;code postal;ville;coord_geo
Le Rocher;lundi;5 BOULEVARD MARX DORMOY;93190;LIVRY-GARGAN;48.909962,2.52716
Tabac de la Mairie;mercredi;3 R. DE PARIS;93230;ROMAINVILLE;48.885223,2.435883
Librairie NGUYEN;mercredi;.  AV. LÉNINE;93230;ROMAINVILLE;48.884111,2.429303
Tabac - Presse;dimanche;160 RUE DE LA RÉPUBLIQUE;93230;ROMAINVILLE;48.879086,2.433049
Le Sévigné;dimanche;162 GRANDE RUE;93250;VILLEMOMBLE;48.881806,2.522023
L‘imperial;mercredi;38 RUE D'AULNAY;93270;SEVRAN;48.940038,2.51903
Tabac de la Mairie;dimanche;20 RUE DU MOUTIER;93300;AUBERVILLIERS;48.914731,2.382272
Le Rallye;jeudi;11 AV. JEAN JAURÈS;93300;AUBERVILLIERS;48.901784,2.389763
La Terrasse;dimanche;10  BOULEVARD DU MARÉCHAL FOCH;93330;NEUILLY-SUR-MARNE;48.854533,2.522198
Virgule;dimanche;3 RUE DES RENOUILLÈRES;93360;NEUILLY-PLAISANCE;48.865321,2.510031
Le Petit Foch;dimanche;86 AVENUE DU MARÉCHAL FOCH;93360;NEUILLY-PLAISANCE;48.860446,2.511368
Le Grand Paris;dimanche;13 BOULEVARD GALLIENI;93360;NEUILLY-PLAISANCE;48.852833,2.512931
Civette Des 7 Iles;dimanche;186 AVENUE JEAN JAURÈS;93370;MONTFERMEIL;48.898657,2.550099
Le Balto;lundi;29  R. DE PARIS;93380;PIERREFITTE-SUR-SEINE;48.964911,2.360312
Tabac  Marronniers;dimanche;4 ALL. DE GAGNY (C.CIAL);93390;CLICHY-SOUS-BOIS;48.900082,2.546837
Tabac Le DOME;dimanche;1 R. ALBERT DHALENNE;93400;SAINT-OUEN;48.917684,2.32985
Tabac de la Mairie;0;2 R.MECHIN;93450;L'ÎLE-SAINT-DENIS;48.935878,2.340732
Le Starsbourg;lundi;1 BD DE STRASBOURG;93600;AULNAY-SOUS-BOIS;48.929964,2.493338
Le Chiquito;jeudi;135 AVENUE HENRI BARBUSSE;93700;DRANCY;48.919758,2.451111
Le Nemrod;dimanche;97 R. HENRI LANGLOIS;93700;DRANCY;48.912156,2.452442
Tabac Créteil Soleil;dimanche;101  AV. DU GÉN. DE GAULLE -C CIAL;94000;CRÉTEIL;48.782023,2.457115
Hall de la Presse;lundi;12 ALL. DU COMMERCE;94000;CRÉTEIL;48.778145,2.472494
LE DIPLOMATE;0;2 PL. JACQUES TATI;94100;SAINT-MAUR-DES-FOSSÉS;48.798219,2.485627
La Croix d'Arcueil;dimanche;71 AV. ARISTIDE BRIAND;94110;ARCUEIL;48.805572,2.325747
TABAC LE VAL;dimanche;10 AV DU VAL DE FONTENAY;94120;FONTENAY-SOUS-BOIS;48.85315,2.487291
Tabac de la Mairie;lundi;175 R. PAUL VAILLANT COUTURIER;94140;ALFORTVILLE;48.804666,2.419613
Le Brazza;dimanche;10 AVENUE JOFFRE;94160;SAINT-MANDÉ;48.847705,2.417763
Tabac de La Gare;mercredi;6 PL. ROBERT BELVAUX;94170;LE PERREUX-SUR-MARNE;48.837891,2.49503
Libraire Gardan;dimanche;5 PL. LÉON GAMBETTA;94200;IVRY-SUR-SEINE;48.814688,2.401701
Mokafée;samedi;125 BD PAUL VAILLANT-COUTURIER;94200;IVRY-SUR-SEINE;48.814879,2.401901
Le Vieux Moulin;dimanche;75 AV. MAURICE THOREZ;94200;IVRY-SUR-SEINE;48.817872,2.375547
Librairie du Parc;dimanche;13 AV. DE LA DIVISION LECLERC;94230;CACHAN;48.785247,2.328472
Le Fer à Cheval;lundi;73 AV. ADRIEN RAYNAL;94310;ORLY;48.744815,2.407452
Les Tilleuls;dimanche;148 AV. MAR. DE LATTRE DE TASSIGNY;94320;THIAIS;48.752396,2.405595
Love Tabac;dimanche;0 CENTRE COMMERCIAL BELLE ÉPINE;94320;THIAIS;48.756509,2.371928
Tabac 3 F;mercredi;2B AV. DU 25 AOÛT 1944;94320;THIAIS;48.76255,2.401748
Le Totem;dimanche;63  AV. PAUL VAILLANT COUTURIER;94400;VITRY-SUR-SEINE;48.797292,2.399237
Tabac de l'Empire;dimanche;59 BOULEVARD DE STALINGRAD;94400;VITRY-SUR-SEINE;48.797691,2.382121
Tabac Le France;dimanche;33 AV. EVA SALMON;94400;VITRY-SUR-SEINE;48.801746,2.403108
Café du Centre;dimanche;264 R. DU MAR. LECLERC;94410;SAINT-MAURICE;48.815612,2.460437
Tabac Du Bois L'Abb;dimanche;2 PLACE RODIN;94500;CHAMPIGNY-SUR-MARNE;48.80678,2.550182
Aux livres Valentin;dimanche;CCIAL 14 AV. DU MAR. MORTIER;94510;LA QUEUE-EN-BRIE;48.790494,2.575274
Le Rouget de Lisle;dimanche;7 AV. JEAN JAURÈS;94600;CHOISY-LE-ROI;48.764219,2.406386
Le Clemenceau;lundi;36 R. GEORGES CLEMENCEAU;94600;CHOISY-LE-ROI;48.766548,2.404577
Au Petit Caporal;dimanche;1 R.EUGÈNE RENAULT;94700;MAISONS-ALFORT;48.815207,2.420045
Tabac Ile de France;dimanche;33 AV. DE PARIS;94800;VILLEJUIF;48.805615,2.363679
Le Royal;dimanche;36 R. MARCEL GROSMENIL;94800;VILLEJUIF;48.79841,2.354955
Le Celtique;dimanche;23 R.DE LA GARE;95170;DEUIL-LA-BARRE;48.975436,2.334299
le Saint-Sauveur;dimanche;15 R. ERIC DE SAINT-SAUVEUR;95200;SARCELLES;48.977763,2.389573
La Fauconnière;dimanche;19 PL. MARC SANGNIER;95500;GONESSE;49.002207,2.422878
Tabac de la Reynie;dimanche;26 R. DE LA REYNIE;75001;PARIS;48.860207,2.348516
Le Corona;dimanche;30 QUAI DU LOUVRE;75001;PARIS;48.859052,2.340318
Tabac des Petits C;dimanche;43 R. DES PETITS-CHAMPS;75001;PARIS;48.866906,2.335978
Le Café Frappé;dimanche;95 R. MONTMARTRE;75002;PARIS;48.867948,2.343582
LE WEEK END;dimanche;59 RUE DE TURBIGO;75003;PARIS;48.865801,2.357114
Tabac-Loto-Presse;dimanche;26 R. DE RIVOLI;75004;PARIS;48.856019,2.358196
Le Monge;lundi;77 R. MONGE;75005;PARIS;48.842891,2.352316
Le Bac Saint-Michel;dimanche;97 BD SAINT-MICHEL;75005;PARIS;48.844402,2.339458
ESPACE TABAC;dimanche;80 BL. PORT-ROYAL;75005;PARIS;48.838908,2.340409
Tabac de l'Arrivée;dimanche;14  BD DE L'HOPITAL;75005;PARIS;48.84215,2.3631
La Fontaine St Miche;dimanche;3 BD SAINT-MICHEL;75005;PARIS;48.852836,2.34408
Kiosque;dimanche;12 PL. SAINT-SULPICE;75006;PARIS;48.851394,2.333199
Le Brazza;dimanche;9 R. DE SÈVRES;75006;PARIS;48.851736,2.328516
La Civette Bréa;dimanche;54 R. NOTRE-DAME-DES-CHAMPS;75006;PARIS;48.843781,2.330755
Cherche Midi Presse;dimanche;50 R. DU CHERCHE-MIDI;75006;PARIS;48.849204,2.325715
Le Centenaire;dimanche;27 BD DE LA TOUR MAUBOURG;75007;PARIS;48.859789,2.310351
Civette l'Assemblée;dimanche;17 R. DE BOURGOGNE;75007;PARIS;48.858927,2.317999
Le Balto;0;74 RUE DE SÈVRES;75007;PARIS;48.847623,2.318542
Tabac des Ministères;dimanche;43 R. VANEAU;75007;PARIS;48.851555,2.319199
La Civette Wagram;dimanche;8 AV. DE WAGRAM;75008;PARIS;48.875509,2.296361
Le Monte-Carlo;dimanche;118 R. LA BOÉTIE;75008;PARIS;48.871345,2.307002
La Royale;dimanche;165 R. DU FBG. POISSONNIÈRE;75009;PARIS;48.881199,2.349764
Le Vizir;dimanche;42 R. LAFAYETTE;75009;PARIS;48.874712,2.339892
Le Longchamp;dimanche;9 R. DU FBG  MONTMARTRE;75009;PARIS;48.872028,2.343055
Tabac des Folies;dimanche;27 R. RICHER;75009;PARIS;48.873987,2.345132
La Havane;0;4  PL. DE CLICHY;75009;PARIS;48.88338,2.327906
La Consigne;dimanche;10 RUE DU 8 MAI 1945;75010;PARIS;48.876452,2.35697
Le Navy;dimanche;26 R. DU CHÂTEAU D'EAU;75010;PARIS;48.87035,2.359978
La Rame;dimanche;21 R. PHILIPPE DE GIRARD;75010;PARIS;48.882895,2.361636
Le St Maur;dimanche;217 RUE SAINT MAUR;75010;PARIS;48.873095,2.370724
La Cave à Cigares;dimanche;4 BD. DE DENAIN;75010;PARIS;48.879002,2.354482
Le Lutecia;dimanche;36 RUE OBERKAMPF;75011;PARIS;48.864241,2.371411
Tabac Bastille;dimanche;21 RUE DAVAL;75011;PARIS;48.854662,2.371124
Le Jean Bart;dimanche;17 RUE PETION;75011;PARIS;48.858946,2.381259
Le Résident;dimanche;51 BOULEVARD SOULT;75012;PARIS;48.839067,2.408322
Le Rallye;dimanche;82 RUE DU FAUBOURG SAINT-ANTOINE;75012;PARIS;48.85147,2.374944
Le Royal Tabac;dimanche;58 AVENUE LEDRU ROLLIN;75012;PARIS;48.848524,2.372437
Bar Le Diplomate;dimanche;48 AV. DU GÉNÉRAL MICHEL BIZOT;75012;PARIS;48.834463,2.400743
Tabac de la Poste;dimanche;25 R. DU RENDEZ-VOUS;75012;PARIS;48.845595,2.403313
La Civette de Bercy;0;4 PASSAGE SAINT-EMILION;75012;PARIS;48.83306,2.387002
L'Arche 13;lundi;82 BD MASSÉNA;75013;PARIS;48.821414,2.368188
La Bouffarde;dimanche;124 R. DE TOLBIAC;75013;PARIS;48.826275,2.359453
Tabac Anaïs;dimanche;12 BD  VINCENT AURIOL;75013;PARIS;48.837133,2.372505
Le Café Noisette;dimanche;93 R. PASCAL;75013;PARIS;48.833013,2.347181
La Tabacase;dimanche;30 AV. D'ITALIE;75013;PARIS;48.830643,2.35562
Tabac de Choisy;dimanche;47 AV.DE CHOISY;75013;PARIS;48.822516,2.362608
La Civette d'Alésia;dimanche;220 AV. DU MAINE;75014;PARIS;48.829005,2.326132
Tabac l'Observatoire;dimanche;166 BD DU MONTPARNASSE;75014;PARIS;48.839887,2.335352
Tabac Pte d'Orléans;dimanche;134 AV. DU GÉNÉRAL LECLERC;75014;PARIS;48.823796,2.325442
0;0;36 DELAMBRE;75014;PARIS;48.841421,2.325511
Librairie du Lycée;dimanche;304 R. LECOURBE;75015;PARIS;48.837882,2.286418
Civette St-Charles;dimanche;158 RD-PT ST-CHARLES;75015;PARIS;48.842107,2.281531
Le Diplomate;dimanche;252 R. DE LA CONVENTION;75015;PARIS;48.835519,2.302006
Le Kennedy;dimanche;12 AV. DE VERSAILLES;75016;PARIS;48.850813,2.277276
Le Lamartine;0;178 AV. VICTOR HUGO;75016;PARIS;48.86602,2.276405
Le Havane;dimanche;188 AV. DE VERSAILLES;75016;PARIS;48.839454,2.261686
Tabac des Ternes;dimanche;108 AV. DES TERNES;75017;PARIS;48.880799,2.285662
Le Chaptal;dimanche;70/72 BD DES BATIGNOLLES;75017;PARIS;48.882214,2.319971
Le Calumet;dimanche;145 AV. DE VILLIERS;75017;PARIS;48.885439,2.292145
Le Lamarck;dimanche;55 R. LAMARCK;75018;PARIS;48.889917,2.338465
Le Morzine;lundi;63 R. DOUDEAUVILLE;75018;PARIS;48.888229,2.351659
Le Flash;0;6 R. ORDENER;75018;PARIS;48.890382,2.358837
Le Calumet;0;29 RUE RAMEY;75018;PARIS;48.888595,2.346559
Tabac le Nazir;dimanche;56 R. DES ABBESSES;75018;PARIS;48.885775,2.335234
Le Terminus;0;4 PL. FROMENT;75018;PARIS;48.890849,2.331425
La Renaissance;0;188 R. ORDENER;75018;PARIS;48.89418,2.333106
Le Marigny;dimanche;76 AVENUE DE FLANDRE;75019;PARIS;48.889286,2.375467
Le Concorde;dimanche;146 AV. JEAN JAURÈS;75019;PARIS;48.88699,2.386878
Tabac de l'Ourcq;dimanche;98 R. DE L'OURCQ;75019;PARIS;48.893785,2.373645
Le Saint-Claude;dimanche;3 R. DE BAGNOLET;75020;PARIS;48.856695,2.394913
Le Cantal;dimanche;20 R. DEVERIA;75020;PARIS;48.872525,2.399171
Le Cornillon;dimanche;15 RUE CORNILLON;77100;MEAUX;48.954786,2.879419
Le Malakoff;lundi;36 RUE DU GRAND CERF;77100;MEAUX;48.958454,2.879848
Le Saint Domingue;dimanche;27 PLACE DE L'EUROPE;77700;BAILLY-ROMAINVILLIERS;48.850518,2.819797
Tabac-Presse du Mail;dimanche;28 AVE DU GÉNÉRAL DE GAULLE;78140;VÉLIZY-VILLACOUBLAY;48.78475,2.183047
Tabac des Blanches;dimanche;33 BD HENRI BARBUSSE;78800;HOUILLES;48.92683,2.192155
Librairie des Coteau;dimanche;10 R. DU DR ROUX;91160;LONGJUMEAU;48.690656,2.293619
Le Jean Bart;dimanche;155  AV. DE MORANGIS;91200;ATHIS-MONS;48.70554,2.356815
Le Ri Papeterie;dimanche;18 AV. GABRIEL PÉRI;91260;JUVISY-SUR-ORGE;48.692146,2.363962
Tabac du Languedoc;dimanche;6 R D'ALGER;91300;MASSY;48.734642,2.294502
Librairie;dimanche;3 PL. HENRI BARBUSSE;91550;PARAY-VIEILLE-POSTE;48.712596,2.362295
Tabac Loto Presse;dimanche;43 R. DES AUBÉPINES;92000;NANTERRE;48.910812,2.221284
Le Chiquito;dimanche;104 R. DE BILLANCOURT;92100;BOULOGNE-BILLANCOURT;48.836263,2.236533
Le Royal Tabac;dimanche;99 AV. EDOUARD VAILLANT;92100;BOULOGNE-BILLANCOURT;48.833818,2.244705
Toute la Presse;dimanche;106 R. DU POINT DU JOUR;92100;BOULOGNE-BILLANCOURT;48.829143,2.247729
Le Maryland;dimanche;7 BD JEAN JAURÈS;92110;CLICHY;48.897225,2.308644
Le Celtique;dimanche;33 R.  VILLENEUVE;92110;CLICHY;48.904398,2.307666
Royal Clichy;dimanche;29 BD DU GÉN. LECLERC;92110;CLICHY;48.900915,2.315586
Bar le Rallye;dimanche;5 RUE DU LANDY;92110;CLICHY;48.904513,2.303637
Tabac République;dimanche;1 PL. DE LA RÉPUBLIQUE;92110;CLICHY;48.902954,2.313039
Le Havane;dimanche;45 BD JEAN JAURÈS;92110;CLICHY;48.899894,2.306187
Le Carvès;dimanche;130 AV. ARISTIDE BRIAND;92120;MONTROUGE;48.810943,2.326751
Tabac Le Verdon;dimanche;127  BIS AV. VERDIER;92120;MONTROUGE;48.816195,2.306045
Le Victor Hugo;dimanche;175 AV. VICTOR HUGO;92140;CLAMART;48.809523,2.27185
Le Fleury;samedi;82 AV. HENRI BARBUSSE;92140;CLAMART;48.81137,2.258306
Tabac des Chênes;dimanche;45 R. DES CHÊNES;92150;SURESNES;48.8802,2.222402
Le Maryland;samedi;23 R. DE VILLIERS;92200;NEUILLY-SUR-SEINE;48.887244,2.282674
Le Gambetta;0;14  GAMBETTA;92240;MALAKOFF;48.823219,2.307419
Librairie Malakoff;dimanche;59 AV. PIERRE LAROUSSE;92240;MALAKOFF;48.821701,2.304275
Le Jean Nicot;dimanche;432 AV. DE LA DIVISION LECLERC;92290;CHÂTENAY-MALABRY;48.768424,2.252004
Le Voltaire;dimanche;1 PL. VOLTAIRE;92290;CHÂTENAY-MALABRY;48.766195,2.279202
Le Tom Tip;samedi;117 R. VICTOR HUGO;92300;LEVALLOIS-PERRET;48.898474,2.294073
Tabac du Parc;dimanche;26 R. PIERRE BROSSOLETTE;92300;LEVALLOIS-PERRET;48.895496,2.292748
Le Balto;dimanche;48 R. GABRIEL PÉRI;92300;LEVALLOIS-PERRET;48.893197,2.286785
Le Press Book;lundi;12 R. TRÉBOIS;92300;LEVALLOIS-PERRET;48.890634,2.290411
L'Européen;dimanche;22 AV. DE L'EUROPE;92310;SÈVRES;48.82232,2.206925
Tabac de la Mairie;dimanche;61 GRANDE RUE;92310;SÈVRES;48.823832,2.209509
Tabac - Presse;dimanche;60  AV. DE PARIS;92320;CHÂTILLON;48.806065,2.292353
Tabac du Marché;mercredi;10 AV. DE LA LIBÉRATION;92350;LE PLESSIS-ROBINSON;48.776879,2.256181
Le Muguet;dimanche;1494 AV. ROGER SALENGRO;92370;CHAVILLE;48.809249,2.188321
Tabac du Golf;dimanche;79 R. DU 19 JANVIER;92380;GARCHES;48.851344,2.191658
Presse Le Protocole;samedi;36BIS SQUARE DES COROLLES;92400;COURBEVOIE;48.890612,2.245742
La Baraka;dimanche;73 AV. DE LA RÉPUBLIQUE;92400;COURBEVOIE;48.901539,2.251228
Le Tabalire;dimanche;103 AV. PAUL DOUMER;92500;RUEIL-MALMAISON;48.879666,2.180355
Le Havane;dimanche;9 R. DE LA STATION;92600;ASNIÈRES-SUR-SEINE;48.90652,2.284481
Civette de Bobigny;dimanche;2 BD. MAURICE THOREZ C.C BOBIGNY;93000;BOBIGNY;48.906663,2.448215
Le Bel Air;dimanche;25 AVENUE ÉDOUARD VAILLANT;93000;BOBIGNY;48.90755,2.468686
Tabac-Presse;dimanche;35 BD ARISTIDE BRIAND;93100;MONTREUIL;48.8701,2.449979
Tabac de l'église;lundi;2-4 R. DU GÉNÉRAL GALLIENI;93110;ROSNY-SOUS-BOIS;48.874107,2.482607
L'Imprévu;dimanche;1 AV. PAUL VAILLANT COUTURIER;93120;LA COURNEUVE;48.91822,2.407618
Tabac des 4 Routes;dimanche;52 AV. PAUL VAILLANT COUTURIER;93120;LA COURNEUVE;48.920455,2.41071
Le Celtic;dimanche;1 R. ANATOLE FRANCE;93130;NOISY-LE-SEC;48.889713,2.452572
Maison de la Presse;dimanche;33 B AVENUE HENRI BARBUSSE;93150;LE BLANC-MESNIL;48.93761,2.459476
Le Piazza;dimanche;2 ALLÉE ANDRÉ MALRAUX;93160;NOISY-LE-GRAND;48.839332,2.550595
La Civette;dimanche;4 BD DE CHANZY;93190;LIVRY-GARGAN;48.908587,2.517988
Au Diplomate;dimanche;68 R. GABRIEL PÉRI;93200;SAINT-DENIS;48.935333,2.356038
La Royale;dimanche;15 CHEMIN D'AUBERVILLIERS;93200;SAINT-DENIS;48.923104,2.370595
Le Métropole;dimanche;32 R. DE LA RÉPUBLIQUE;93200;SAINT-DENIS;48.93644,2.355045
Le Balto;dimanche;44 BD. JULES GUESDE;93200;SAINT-DENIS;48.93733,2.350254
Tabac  la Mutualité;dimanche;44 R. HENRI BARBUSSE;93200;SAINT-DENIS;48.941242,2.372069
Tabac De L'Époque;mercredi;2 RUE JOANNES;93220;GAGNY;48.882798,2.527038
Le Chavannes;jeudi;162 ALLÉE DE MONTFERMEIL;93220;GAGNY;48.898337,2.536295
Tabac De La Gare;dimanche;7 PLACE DE LA GARE;93250;VILLEMOMBLE;48.889031,2.510885
Le Totem;dimanche;CCIAL BEAUSEVRAN - RTE PETITS PONTS;93270;SEVRAN;48.94324,2.522741
Le Beau Relais;dimanche;129 AV. JEAN JAURÈS;93300;AUBERVILLIERS;48.907935,2.39662
Le Totem;dimanche;156 R. DANIELLE CASANOVA;93300;AUBERVILLIERS;48.915027,2.402833
Galaxie Millionnair;dimanche;167 AV. VICTOR HUGO;93300;AUBERVILLIERS;48.911799,2.379456
Lib. du Val de Marne;dimanche;70/72 RUE DU ONZE NOVEMBRE;93330;NEUILLY-SUR-MARNE;48.858065,2.526241
Civette du Bourget;dimanche;15 RUE ÉTIENNE DOLET;93350;LE BOURGET;48.931365,2.427462
Bar Tabac l'Aviatic;dimanche;30 AV. DE LA DIVISION LECLERC;93350;LE BOURGET;48.933094,2.424109
Le Fuégo;dimanche;80 AVENUE LÉNINE;93380;PIERREFITTE-SUR-SEINE;48.957902,2.358401
Le Ninos;dimanche;203 AV. ELISÉE RECLUS;93380;PIERREFITTE-SUR-SEINE;48.95024,2.357871
Le Diplomate;dimanche;52 BD. PASTEUR;93380;PIERREFITTE-SUR-SEINE;48.964664,2.365583
Bar l'Express;dimanche;2 PL. DU GÉNÉRAL LECLERC;93380;PIERREFITTE-SUR-SEINE;48.964533,2.372136
Le Chaldée;dimanche;169 R. DU DR BAUER;93400;SAINT-OUEN;48.902878,2.348478
L'Élégance;jeudi;67 AV. GABRIEL-PÉRI;93400;SAINT-OUEN;48.90591,2.331948
Le Terminus;dimanche;224 AV. DU 8 MAI 1945;93440;DUGNY;48.953812,2.443199
Tabac De L'Église;dimanche;2 AVENUE PAUL DOUMER;93460;GOURNAY-SUR-MARNE;48.863225,2.576204
Le Victor Hugo;dimanche;135 AVENUE JEAN LOLIVE;93500;PANTIN;48.893039,2.411952
Au Petit  Tabac;dimanche;2 AV. ÉDOUARD VAILLANT;93500;PANTIN;48.897075,2.400152
Le Flash;mardi;3 R. STE MARGUERITE;93500;PANTIN;48.901012,2.391151
Le Royal 4 Chemins;lundi;70 AV. JEAN JAURÈS;93500;PANTIN;48.903242,2.391915
Tabac du Marché;lundi;5 R. JACQUES DUCLOS;93600;AULNAY-SOUS-BOIS;48.941549,2.496952
Le Brazza;dimanche;76 RUE ROGER SALENGRO;93700;DRANCY;48.919158,2.437234
Le Bistrot de Paris;dimanche;32 R. DE PARIS;93800;ÉPINAY-SUR-SEINE;48.953689,2.311288
Le Week-End;dimanche;7 AV. GALLIENI;93800;ÉPINAY-SUR-SEINE;48.965428,2.300278
Presse L'Obélisque;dimanche;15 IMP. DU NOYER BOSSU;93800;ÉPINAY-SUR-SEINE;48.956244,2.298591
Le Royal Bleuet;lundi;115 R. CHÉRET;94000;CRÉTEIL;48.805543,2.456238
Le Milton;dimanche;25  AV VLADIMIR ILITCH LÉNINE;94110;ARCUEIL;48.810626,2.33047
La Royale;dimanche;122 R. MARIUS SIDOBRE;94110;ARCUEIL;48.80678,2.335989
Au Bon Tabac;dimanche;20 R. ÉMILE RASPAIL;94110;ARCUEIL;48.801209,2.331717
Tabac Le Verdun;dimanche;72 BD. DE VERDUN;94120;FONTENAY-SOUS-BOIS;48.853901,2.46949
Tabac du Marché;lundi;56 R. DES HÉROS NOGENTAIS;94130;NOGENT-SUR-MARNE;48.838326,2.487239
Le Watteau;dimanche;7 BD DE STRASBOURG;94130;NOGENT-SUR-MARNE;48.835834,2.474379
Le Fortville;lundi;106 R. VÉRON;94140;ALFORTVILLE;48.810098,2.414244
Les Incorruptibles;dimanche;102 AV. DU GÉNÉRAL DE GAULLE;94160;SAINT-MANDÉ;48.837713,2.417807
Le Fontenoy St Mandé;0;7 PLACE CHARLES DIGEON;94160;SAINT-MANDÉ;48.843766,2.418523
Brasserie des Sports;dimanche;8 R. RASPAIL;94200;IVRY-SUR-SEINE;48.811469,2.387274
L'Escale;dimanche;14 AV. DE VERDUN;94200;IVRY-SUR-SEINE;48.815981,2.36776
Tabac de la Gare;dimanche;81 BD DE BRANDEBOURG;94200;IVRY-SUR-SEINE;48.814475,2.392038
Le Mogador;dimanche;197 R. DE PARIS;94220;CHARENTON-LE-PONT;48.828913,2.401924
Le Week End;dimanche;31 AV. DES DAHLIAS;94240;L'HAŸ-LES-ROSES;48.777917,2.352546
Tabac Presse Fee;dimanche;81  AV. DU GÉN. DE GAULLE;94240;L'HAŸ-LES-ROSES;48.783568,2.345596
Librairie-Papeterie;dimanche;28 R. CHARLES FRÉROT;94250;GENTILLY;48.815862,2.351708
Le Jean Bart;dimanche;81 AV. DE FONTAINEBLEAU;94270;LE KREMLIN-BICÊTRE;48.810469,2.362386
Tabac De La Tourell;mercredi;170 AVENUE DE PARIS;94300;VINCENNES;48.846447,2.419373
Le Narval;dimanche;46 R. DU COMMERCE;94310;ORLY;48.742755,2.397154
Tabac de La Gare;dimanche;7 PL. DU 8 MAI 1945;94310;ORLY;48.741852,2.402155
Le Rocher Fleuri;dimanche;52 AV. DU GÉNÉRAL GALLIÉNI;94340;JOINVILLE-LE-PONT;48.819904,2.48012
Totem;dimanche;41 BOULEVARD GALLIENI;94360;BRY-SUR-MARNE;48.843607,2.523638
La Navette De Bry;samedi;1 PLACE DAGUERRE;94360;BRY-SUR-MARNE;48.834399,2.519496
Bonn' News;dimanche;3 AV. DU BICENTENAIRE;94380;BONNEUIL-SUR-MARNE;48.765622,2.488705
Le Français;dimanche;25 AV. LUCIEN FRANÇAIS;94400;VITRY-SUR-SEINE;48.786619,2.386543
Le Fontenoy;lundi;120 AV. ERNEST HAVET;94400;VITRY-SUR-SEINE;48.789554,2.402783
Le Gitane;lundi;110 AV. DU COL. FABIEN;94400;VITRY-SUR-SEINE;48.787079,2.376588
Tabac - Presse;dimanche;25 R. DU PROF. CALMETTE;94400;VITRY-SUR-SEINE;48.802396,2.386133
Victoria;dimanche;106 AV. ANATOLE FRANCE;94400;VITRY-SUR-SEINE;48.807646,2.404383
Plessis Presse;dimanche;38 AVENUE ARDOUIN;94420;LE PLESSIS-TRÉVISE;48.808944,2.57385
A l'Hirondelle;dimanche;9 ROUTE DE LA LIBÉRATION;94430;CHENNEVIÈRES-SUR-MARNE;48.802636,2.539022
Le Val Pompadour;dimanche;70 AV. HENRI BARBUSSE;94460;VALENTON;48.766014,2.441567
Le Cigare- La Flamme;dimanche;81/85 RTE DE PROVINS  C.C PINCE VENT;94490;ORMESSON-SUR-MARNE;48.7893,2.548554
Tabac du Marché;dimanche;56 AV. GEORGES CLEMENCEAU;94700;MAISONS-ALFORT;48.809865,2.443575
Le Bergerac;dimanche;9 R. VEROLLOT;94800;VILLEJUIF;48.805442,2.369712
Le Celtique;dimanche;83 RUE PIERRE BROSSOLETTE;95200;SARCELLES;48.993578,2.377585
Le Bloch Lainé;dimanche;3 PL. BLOCH LAINÉ;95200;SARCELLES;48.972413,2.381422
Les Volutes;dimanche;14 R.DE TOULOUSE  C.C LES FLANADE;95200;SARCELLES;48.978339,2.376415
La Régence;dimanche;5 AV. DU 8 MAI 1945;95200;SARCELLES;48.976927,2.375217
